name;twitter_name;group;natparty;country;twitter_id
Younous OMARJEE;younousomarjee;Confederal Group of the European United Left - Nordic Green Left;La France Insoumise;France;116407356
Henrik OVERGAARD NIELSEN;brexithenrik;Non-attached Members;The Brexit Party;United Kingdom;1121176705027248128
Urmas PAET;Urmaspaet;Renew Europe Group;Eesti Reformierakond;Estonia;1198416960
Maite PAGAZAURTUNDÚA;maitepagaza;Renew Europe Group;Delegación Ciudadanos Europeos;Spain;3351784787
Rory PALMER;Rory_Palmer;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Labour Party;United Kingdom;22625989
Alessandro PANZA;Ale_panza;Identity and Democracy Group;Lega;Italy;232884196
Demetris PAPADAKIS;DemPapadakis;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Movement for Social Democracy EDEK;Cyprus;1498593469
Dimitrios PAPADIMOULIS;papadimoulis;Confederal Group of the European United Left - Nordic Green Left;Coalition of the Radical Left;Greece;249601317
Aldo PATRICIELLO;PatricielloAldo;Group of the European People's Party (Christian Democrats);Forza Italia;Italy;454821447
Matthew PATTEN;math_patten;Non-attached Members;The Brexit Party;United Kingdom;1469190546
Jutta PAULUS;JuttaPaulusRLP;Group of the Greens/European Free Alliance;Bündnis 90/Die Grünen;Germany;433766266
Piernicola PEDICINI;PediciniM5S;Non-attached Members;Movimento 5 Stelle;Italy;631767111
Kris PEETERS;peeters_kris1;Group of the European People's Party (Christian Democrats);Christen-Democratisch & Vlaams;Belgium;560537100
Mauri PEKKARINEN;PekkarinenMauri;Renew Europe Group;Suomen Keskusta;Finland;2827228161
Mikuláš PEKSA;vonpecka;Group of the Greens/European Free Alliance;PIRÁTI;Czechia;1402424148
Anne-Sophie PELLETIER;ASPelletier;Confederal Group of the European United Left - Nordic Green Left;La France Insoumise;France;971692818577215488
Sandra PEREIRA;SPereira64600;Confederal Group of the European United Left - Nordic Green Left;Partido Comunista Português;Portugal;1250119759
Lídia PEREIRA;lidiafopereira;Group of the European People's Party (Christian Democrats);Partido Social Democrata;Portugal;48132236
Kira Marie PETER-HANSEN;Kira_MPH;Group of the Greens/European Free Alliance;Socialistisk Folkeparti;Denmark;3378612489
Morten Helveg PETERSEN;mortenhelveg;Renew Europe Group;Det Radikale Venstre;Denmark;25980581
Alexandra Louise Rosenfield PHILLIPS;alexforeurope;Group of the Greens/European Free Alliance;Green Party;United Kingdom;40363629
Alexandra Lesley PHILLIPS;BrexitAlex;Non-attached Members;The Brexit Party;United Kingdom;1123143752984477696
Pina PICIERNO;pinapic;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partito Democratico;Italy;339672122
Tonino PICULA;TPicula;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Socijaldemokratska partija Hrvatske;Croatia;306134959
Markus PIEPER;markuspieperMEP;Group of the European People's Party (Christian Democrats);Christlich Demokratische Union Deutschlands;Germany;2979616235
Sirpa PIETIKÄINEN;spietikainen;Group of the European People's Party (Christian Democrats);Kansallinen Kokoomus;Finland;20228586
Sabrina PIGNEDOLI;SabriPignedoli;Non-attached Members;Movimento 5 Stelle;Italy;1118820762633285633
Manu PINEDA MARÍN;Manu_Abu_Carlos;Confederal Group of the European United Left - Nordic Green Left;PODEMOS;Spain;301716524
Kati PIRI;KatiPiri;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partij van de Arbeid;Netherlands;2279751087
Giuliano PISAPIA;giulianopisapia;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partito Democratico;Italy;163567416
Dragoș PÎSLARU;dragosh_pislaru;Renew Europe Group;Partidul Libertate, Unitate și Solidaritate;Romania;3399181305
Manuel PIZARRO;MPizarroPorto;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partido Socialista;Portugal;394073804
Rovana PLUMB;rovanaplumb;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partidul Social Democrat;Romania;202257382
Stanislav POLČÁK;stanislavpolcak;Group of the European People's Party (Christian Democrats);Starostové a nezávisli;Czechia;2414884400
Jessica POLFJÄRD;jessicapolfjard;Group of the European People's Party (Christian Democrats);Moderaterna;Sweden;327359409
Tomasz Piotr PORĘBA;TomaszPoreba;European Conservatives and Reformists Group;Prawo i Sprawiedliwość;Poland;2223619951
Luisa PORRITT;LuisaPorritt;Renew Europe Group;Liberal Democrats;United Kingdom;338308200
Jiří POSPÍŠIL;Pospisil_Jiri;Group of the European People's Party (Christian Democrats);TOP 09 a Starostové;Czechia;1734717882
Nicola PROCACCINI;NProcaccini;European Conservatives and Reformists Group;Fratelli d'Italia;Italy;557215750
Jake PUGH;jake_pugh;Non-attached Members;The Brexit Party;United Kingdom;299612346
Emil RADEV;Emil_Radev;Group of the European People's Party (Christian Democrats);Citizens for European Development of Bulgaria;Bulgaria;3108154565
Dennis RADTKE;RadtkeMdEP;Group of the European People's Party (Christian Democrats);Christlich Demokratische Union Deutschlands;Germany;922398725183623168
Samira RAFAELA;samiraraf;Renew Europe Group;Democraten 66;Netherlands;624017568
Elżbieta RAFALSKA;E_Rafalska;European Conservatives and Reformists Group;Prawo i Sprawiedliwość;Poland;369367937
Paulo RANGEL;PauloRangel_pt;Group of the European People's Party (Christian Democrats);Partido Social Democrata;Portugal;115724250
Annunziata Mary REES-MOGG;zatzi;Non-attached Members;The Brexit Party;United Kingdom;39102609
Luisa REGIMENTI;luisaregimenti;Identity and Democracy Group;Lega;Italy;725434892
Evelyn REGNER;Evelyn_Regner;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Sozialdemokratische Partei Österreichs;Austria;139661393
Sira REGO;sirarego;Confederal Group of the European United Left - Nordic Green Left;PODEMOS;Spain;257450818
Guido REIL;GuidoReil;Identity and Democracy Group;Alternative für Deutschland;Germany;802958013644632064
Terry REINTKE;TerryReintke;Group of the Greens/European Free Alliance;Bündnis 90/Die Grünen;Germany;560188351
Karlo RESSLER;KarloRessler;Group of the European People's Party (Christian Democrats);Hrvatska demokratska zajednica;Croatia;1385476140
Diana RIBA I GINER;DianaRibaGiner;Group of the Greens/European Free Alliance;Esquerra Republicana de Catalunya;Spain;3295882694
Frédérique RIES;Frederiqueries;Renew Europe Group;Mouvement Réformateur;Belgium;191779603
Antonio Maria RINALDI;Rinaldi_euro;Identity and Democracy Group;Lega;Italy;1333369999
Dominique RIQUET;DominiqueRiquet;Renew Europe Group;Mouvement Radical Social-Libéral;France;2394252247
Sheila RITCHIE;europesheila;Renew Europe Group;Liberal Democrats;United Kingdom;58730899
Michèle RIVASI;MicheleRivasi;Group of the Greens/European Free Alliance;Europe Écologie;France;89431845
Jérôme RIVIÈRE;jerome_riviere;Identity and Democracy Group;Rassemblement national;France;202102772
Franco ROBERTI;francorobertieu;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partito Democratico;Italy;1118264104857288704
Inma RODRÍGUEZ-PIÑERO;RodriguezPinero;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partido Socialista Obrero Español;Spain;381969506
Eugenia RODRÍGUEZ PALOP;MEugeniaRPalop;Confederal Group of the European United Left - Nordic Green Left;PODEMOS;Spain;571948562
María Soraya RODRÍGUEZ RAMOS;sorayarr_;Renew Europe Group;Ciudadanos – Partido de la Ciudadanía;Spain;380200858
Sándor RÓNAI;sandor_ronai;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Demokratikus Koalíció;Hungary;3410987703
Daniela RONDINELLI;Dani_Rondinelli;Non-attached Members;Movimento 5 Stelle;Italy;1118895627394482177
Rob ROOKEN;rooken;European Conservatives and Reformists Group;Forum voor Democratie;Netherlands;15334541
Robert ROOS;Rob_Roos;European Conservatives and Reformists Group;Forum voor Democratie;Netherlands;130406156
Bronis ROPĖ;BronisRopeLT;Group of the Greens/European Free Alliance;Lietuvos valstiečių ir žaliųjų sąjunga;Lithuania;3846811756
Catherine ROWETT;catherinerowett;Group of the Greens/European Free Alliance;Green Party;United Kingdom;1719936289
Robert ROWLAND;RowlandBrexitSE;Non-attached Members;The Brexit Party;United Kingdom;1123287693377536000
Bert-Jan RUISSEN;hjaruissen;European Conservatives and Reformists Group;Staatkundig Gereformeerde Partij;Netherlands;72240437
Domènec RUIZ DEVESA;DomenecD;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partido Socialista Obrero Español;Spain;372232906
Bogdan RZOŃCA;Bogdan_Rzonca;European Conservatives and Reformists Group;Prawo i Sprawiedliwość;Poland;1548724530
Massimiliano SALINI;MaxSalini;Group of the European People's Party (Christian Democrats);Forza Italia;Italy;601773356
Nacho SÁNCHEZ AMOR;NachoSAmor;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partido Socialista Obrero Español;Spain;322551792
Anne SANDER;ASanderMEP;Group of the European People's Party (Christian Democrats);Les Républicains;France;2610126043
Alfred SANT;SantAlfred;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partit Laburista;Malta;1558588135
Isabel SANTOS;isabel_mep;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partido Socialista;Portugal;1145077300519739397
Silvia SARDONE;SardoneSilvia;Identity and Democracy Group;Lega;Italy;600365935
Petri SARVAMAA;petrisarvamaa;Group of the European People's Party (Christian Democrats);Kansallinen Kokoomus;Finland;31193470
Jacek SARYUSZ-WOLSKI;JSaryuszWolski;European Conservatives and Reformists Group;Prawo i Sprawiedliwość;Poland;1485429175
David-Maria SASSOLI;DavidSassoli;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partito Democratico;Italy;54988878
Mounir SATOURI;MounirSatouri;Group of the Greens/European Free Alliance;Europe Écologie;France;848826626
Christel SCHALDEMOSE;SchaldemoseMEP;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Socialdemokratiet;Denmark;1249695476
Andreas SCHIEDER;SCHIEDER;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Sozialdemokratische Partei Österreichs;Austria;15749452
Martin SCHIRDEWAN;schirdewan;Confederal Group of the European United Left - Nordic Green Left;DIE LINKE.;Germany;743724264
Nicolas SCHMIT;nicolasschmit2;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Parti ouvrier socialiste luxembourgeois;Luxembourg;544312946
Christine SCHNEIDER;ChSchneider;Group of the European People's Party (Christian Democrats);Christlich Demokratische Union Deutschlands;Germany;56136971
Helmut SCHOLZ;HelmutScholzMEP;Confederal Group of the European United Left - Nordic Green Left;DIE LINKE.;Germany;2449051215
Annie SCHREIJER-PIERIK;AnnieSchreijer;Group of the European People's Party (Christian Democrats);Christen Democratisch Appèl;Netherlands;2416391065
Liesje SCHREINEMACHER;LSchreinemacher;Renew Europe Group;Volkspartij voor Vrijheid en Democratie;Netherlands;494021297
Sven SCHULZE;schulzeeuropa;Group of the European People's Party (Christian Democrats);Christlich Demokratische Union Deutschlands;Germany;2339095172
Andreas SCHWAB;Andreas_Schwab;Group of the European People's Party (Christian Democrats);Christlich Demokratische Union Deutschlands;Germany;31099936
Molly SCOTT CATO;MollyMEP;Group of the Greens/European Free Alliance;Green Party;United Kingdom;726372601
Stéphane SÉJOURNÉ;steph_sejourne;Renew Europe Group;La République en marche;France;23967604
Monica SEMEDO;MonicaSemedoLux;Renew Europe Group;Parti démocratique;Luxembourg;1574792726
Nico SEMSROTT;nicosemsrott;Group of the Greens/European Free Alliance;Die PARTEI;Germany;225761424
Radosław SIKORSKI;sikorskiradek;Group of the European People's Party (Christian Democrats);Platforma Obywatelska;Poland;117029568
Sven SIMON;svensimon;Group of the European People's Party (Christian Democrats);Christlich Demokratische Union Deutschlands;Germany;19207204
Birgit SIPPEL;BirgitSippelMEP;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Sozialdemokratische Partei Deutschlands;Germany;1580316804
Sara SKYTTEDAL;skyttedal;Group of the European People's Party (Christian Democrats);Kristdemokraterna;Sweden;21556545
Massimiliano SMERIGLIO;maxsmeriglio;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partito Democratico;Italy;388718346
Alyn SMITH;AlynSmith;Group of the Greens/European Free Alliance;Scottish National Party;United Kingdom;23056912
Michaela ŠOJDROVÁ;msojdrova;Group of the European People's Party (Christian Democrats);Křesťanská a demokratická unie - Československá strana lidová;Czechia;2671775504
Tomislav SOKOL;TomislavSokol;Group of the European People's Party (Christian Democrats);Hrvatska demokratska zajednica;Croatia;1114837449061150721
Susana SOLÍS PÉREZ;susanasolisp;Renew Europe Group;Ciudadanos – Partido de la Ciudadanía;Spain;3180723706
Martin SONNEBORN;MartinSonneborn;Non-attached Members;Die PARTEI;Germany;20463983
Sylwia SPUREK;SylwiaSpurek;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Wiosna;Poland;4577469077
Maria SPYRAKI;MariaSpyraki;Group of the European People's Party (Christian Democrats);Nea Demokratia;Greece;339846503
Raffaele STANCANELLI;r_stancanelli;European Conservatives and Reformists Group;Fratelli d'Italia;Italy;284555061
Sergei STANISHEV;SergeiStanishev;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Bulgarian Socialist Party;Bulgaria;435714725
Louis STEDMAN-BRYCE;Lstedmanbryce;Non-attached Members;The Brexit Party;United Kingdom;1121578444943429632
Ivan ŠTEFANEC;IvanStefanec;Group of the European People's Party (Christian Democrats);Kresťanskodemokratické hnutie;Slovakia;2426902357
Nicolae ȘTEFĂNUȚA;nicustefanuta;Renew Europe Group;Uniunea Salvați România;Romania;14157177
Jessica STEGRUD;JessicaStegrud;European Conservatives and Reformists Group;Sverigedemokraterna;Sweden;831943427705208835
Tineke STRIK;Tineke_Strik;Group of the Greens/European Free Alliance;GroenLinks;Netherlands;300876743
Ramona STRUGARIU;RamonaStrugariu;Renew Europe Group;Partidul Libertate, Unitate și Solidaritate;Romania;699745166807207936
Dubravka ŠUICA;dubravkasuica;Group of the European People's Party (Christian Democrats);Hrvatska demokratska zajednica;Croatia;1860459990
Beata SZYDŁO;BeataSzydlo;European Conservatives and Reformists Group;Prawo i Sprawiedliwość;Poland;76979225
Antonio TAJANI;Antonio_Tajani;Group of the European People's Party (Christian Democrats);Forza Italia;Italy;529247064
Paul TANG;paultang;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partij van de Arbeid;Netherlands;23318055
Marc TARABELLA;marctarabella;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Parti Socialiste;Belgium;144238332
Annalisa TARDINO;TardinoAnnalisa;Identity and Democracy Group;Lega;Italy;1120084154853490688
Vera TAX;Vera_Tax;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partij van de Arbeid;Netherlands;37888214
Cristian TERHEȘ;CristianTerhes;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partidul Social Democrat;Romania;42571514
Hermann TERTSCH;hermanntertsch;European Conservatives and Reformists Group;VOX;Spain;257332880
Barbara THALER;thalerbarbara;Group of the European People's Party (Christian Democrats);Österreichische Volkspartei;Austria;36098698
Róża THUN UND HOHENSTEIN;rozathun;Group of the European People's Party (Christian Democrats);Platforma Obywatelska;Poland;284067858
Richard James TICE;TiceRichard;Non-attached Members;The Brexit Party;United Kingdom;1466783923
Frans TIMMERMANS;TimmermansEU;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partij van de Arbeid;Netherlands;1391776140
Irene TINAGLI;itinagli;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partito Democratico;Italy;136343557
Tomas TOBÉ;tomastobe;Group of the European People's Party (Christian Democrats);Moderaterna;Sweden;19455187
Grzegorz TOBISZOWSKI;tobiszowski;European Conservatives and Reformists Group;Prawo i Sprawiedliwość;Poland;1113740345559351297
Patrizia TOIA;toiapatrizia;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partito Democratico;Italy;86719842
Irène TOLLERET;ITolleret;Renew Europe Group;Liste Rennaisance;France;923116072856846336
Eugen TOMAC;eugen_tomac;Group of the European People's Party (Christian Democrats);Partidul Mișcarea Populară;Romania;4250290102
Romana TOMC;RomanaTomc;Group of the European People's Party (Christian Democrats);Slovenska demokratska stranka;Slovenia;397348833
Yana TOOM;YanaToom;Renew Europe Group;Eesti Keskerakond;Estonia;2834900104
Nils TORVALDS;NilsTorvalds;Renew Europe Group;Svenska folkpartiet;Finland;25057713
Evžen TOŠENOVSKÝ;EvzenTosenovsky;European Conservatives and Reformists Group;Občanská demokratická strana;Czechia;2597918268
Edina TÓTH;toth_edina;Group of the European People's Party (Christian Democrats);Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt;Hungary;2844983574
Marie TOUSSAINT;marietouss1;Group of the Greens/European Free Alliance;Europe Écologie;France;244086871
Isabella TOVAGLIERI;isatovaglieri;Identity and Democracy Group;Lega;Italy;1126217082658594822
Véronique TRILLET-LENOIR;VTrillet_Lenoir;Renew Europe Group;Liste Rennaisance;France;2824971037
László TRÓCSÁNYI;trocsanyi;Group of the European People's Party (Christian Democrats);Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt;Hungary;1097491939681804288
Dragoș TUDORACHE;IoanDragosT;Renew Europe Group;Partidul Libertate, Unitate și Solidaritate;Romania;1147477812590329856
Mihai TUDOSE;MihaiTudosePM;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;PRO Romania;Romania;883212184511270912
István UJHELYI;istvan_ujhelyi;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Magyar Szocialista Párt;Hungary;705011648558473220
Miguel URBÁN CRESPO;MiguelUrban;Confederal Group of the European United Left - Nordic Green Left;PODEMOS;Spain;392199690
Ernest URTASUN;ernesturtasun;Group of the Greens/European Free Alliance;Catalunya en Comú;Spain;280227352
Nils UŠAKOVS;nilsusakovs;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;"""Saskaņa"" sociāldemokrātiskā partija";Latvia;34616856
Viktor USPASKICH;ViktorUspaskich;Renew Europe Group;Darbo partija;Lithuania;190621455
Inese VAIDERE;IneseVaidere;Group of the European People's Party (Christian Democrats);"Partija ""VIENOTĪBA""";Latvia;222400131
Adina-Ioana VĂLEAN;AdinaValean;Group of the European People's Party (Christian Democrats);Partidul Naţional Liberal;Romania;42072558
Monika VANA;MonikaVana;Group of the Greens/European Free Alliance;Die Grünen - Die Grüne Alternative;Austria;2615232002
Kathleen VAN BREMPT;kvanbrempt;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Socialistische Partij.Anders;Belgium;381540723
Tom VANDENDRIESSCHE;TomVandendriess;Identity and Democracy Group;Vlaams Belang;Belgium;313540505
Geoffrey VAN ORDEN;GVOMEP;European Conservatives and Reformists Group;Conservative Party;United Kingdom;2348546149
Johan VAN OVERTVELDT;jvanovertveldt;European Conservatives and Reformists Group;Nieuw-Vlaamse Alliantie;Belgium;190955270
Kim VAN SPARRENTAK;kimvsparrentak;Group of the Greens/European Free Alliance;GroenLinks;Netherlands;55893722
Hilde VAUTMANS;hildevautmans;Renew Europe Group;Open Vlaamse Liberalen en Democraten;Belgium;700605423
Marie-Pierre VEDRENNE;MariePierreV;Renew Europe Group;Mouvement Démocrate;France;2867702451
Sabine VERHEYEN;sabineverheyen;Group of the European People's Party (Christian Democrats);Christlich Demokratische Union Deutschlands;Germany;2606242467
Guy VERHOFSTADT;guyverhofstadt;Renew Europe Group;Open Vlaamse Liberalen en Democraten;Belgium;856010760
Harald VILIMSKY;vilimsky;Identity and Democracy Group;Freiheitliche Partei Österreichs;Austria;303234771
Idoia VILLANUEVA RUIZ;IdoiaVR;Confederal Group of the European United Left - Nordic Green Left;PODEMOS;Spain;610146315
Nikolaj VILLUMSEN;nvillumsen;Confederal Group of the European United Left - Nordic Green Left;Enhedslisten;Denmark;35877137
Lorant-Gyorgy VINCZE;vinczelorant;Group of the European People's Party (Christian Democrats);Uniunea Democrată Maghiară din România;Romania;45225005
Henna VIRKKUNEN;HennaVirkkunen;Group of the European People's Party (Christian Democrats);Kansallinen Kokoomus;Finland;72277900
Caroline VOADEN;CarolineVoaden;Renew Europe Group;Liberal Democrats;United Kingdom;1086696404
Viola VON CRAMON-TAUBADEL;ViolavonCramon;Group of the Greens/European Free Alliance;Bündnis 90/Die Grünen;Germany;30507250
Alexandr VONDRA;AlexandrVondra;European Conservatives and Reformists Group;Občanská demokratická strana;Czechia;2744733035
Irina VON WIESE;IrinavonWiese;Renew Europe Group;Liberal Democrats;United Kingdom;910520918799155200
Axel VOSS;AxelVossMdEP;Group of the European People's Party (Christian Democrats);Christlich Demokratische Union Deutschlands;Germany;246295381
Elissavet VOZEMBERG-VRIONIDI;vozemberg;Group of the European People's Party (Christian Democrats);Nea Demokratia;Greece;385358076
Veronika VRECIONOVÁ;vrecionova;European Conservatives and Reformists Group;Občanská demokratická strana;Czechia;953628973551976448
Lucia VUOLO;LuciaVuoloEU;Identity and Democracy Group;Lega;Italy;1121084255503900672
Mick WALLACE;wallacemick;Confederal Group of the European United Left - Nordic Green Left;Independents for change;Ireland;248801998
Maria WALSH;MariaWalshEU;Group of the European People's Party (Christian Democrats);Fine Gael Party;Ireland;3350861938
Marion WALSMANN;MarionWalsmann;Group of the European People's Party (Christian Democrats);Christlich Demokratische Union Deutschlands;Germany;576234213
Jörgen WARBORN;jorgenwarborn;Group of the European People's Party (Christian Democrats);Moderaterna;Sweden;19085332
Julie WARD;julie4nw;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Labour Party;United Kingdom;1354570123
Witold Jan WASZCZYKOWSKI;WaszczykowskiW;European Conservatives and Reformists Group;Prawo i Sprawiedliwość;Poland;1112654747994071040
Manfred WEBER;ManfredWeber;Group of the European People's Party (Christian Democrats);Christlich-Soziale Union in Bayern e.V.;Germany;20399735
Charlie WEIMERS;weimers;European Conservatives and Reformists Group;Sverigedemokraterna;Sweden;19182845
Pernille WEISS;WeissPernille;Group of the European People's Party (Christian Democrats);Det Konservative Folkeparti;Denmark;1007696977369423879
James WELLS;JamesfWells;Non-attached Members;The Brexit Party;United Kingdom;738707750570602496
Iuliu WINKLER;IuliuWinkler;Group of the European People's Party (Christian Democrats);Uniunea Democrată Maghiară din România;Romania;4023186321
Angelika WINZIG;AngelikaWinzig;Group of the European People's Party (Christian Democrats);Österreichische Volkspartei;Austria;1620533268
Isabel WISELER-LIMA;iwiseler;Group of the European People's Party (Christian Democrats);Parti chrétien social luxembourgeois;Luxembourg;42228933
Jadwiga WIŚNIEWSKA;j_wisniewska;European Conservatives and Reformists Group;Prawo i Sprawiedliwość;Poland;255941995
Tiemo WÖLKEN;woelken;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Sozialdemokratische Partei Deutschlands;Germany;18174975
Salima YENBOU;salima_yenbou;Group of the Greens/European Free Alliance;Europe Écologie;France;714914764
Stéphanie YON-COURTIN;s_yoncourtin;Renew Europe Group;-;France;1112075586120400899
Elena YONCHEVA;elyoncheva;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Bulgarian Socialist Party;Bulgaria;268282556
Chrysoula ZACHAROPOULOU;CZacharopoulou;Renew Europe Group;La République en marche;France;976511129018077186
Jan ZAHRADIL;ZahradilJan;European Conservatives and Reformists Group;Občanská demokratická strana;Czechia;1875717132
Anna ZALEWSKA;_AnnaZalewska;European Conservatives and Reformists Group;Prawo i Sprawiedliwość;Poland;3354883925
Stefania ZAMBELLI;LegaStefania;Identity and Democracy Group;Lega;Italy;1125285893961547777
Marco ZANNI;Marcozanni86;Identity and Democracy Group;Lega;Italy;112873259
Tatjana ŽDANOKA;Tatjana_Zdanoka;Group of the Greens/European Free Alliance;Latvijas Krievu savienība;Latvia;252625352
Tomáš ZDECHOVSKÝ;TomZdechovskyEP;Group of the European People's Party (Christian Democrats);Křesťanská a demokratická unie - Československá strana lidová;Czechia;2615239693
Roberts ZĪLE;robertszile;European Conservatives and Reformists Group;"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""";Latvia;104777237
Kosma ZŁOTOWSKI;KosmaZlotowski;European Conservatives and Reformists Group;Prawo i Sprawiedliwość;Poland;885534897061888000
Juan Ignacio ZOIDO ÁLVAREZ;zoidoJI;Group of the European People's Party (Christian Democrats);Partido Popular;Spain;169843986
Carlos ZORRINHO;czorrinho;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Partido Socialista;Portugal;34423857
Željana ZOVKO;ZovkoEU;Group of the European People's Party (Christian Democrats);Hrvatska demokratska zajednica;Croatia;832578719525064708
Marco ZULLO;MarcoZullo;Non-attached Members;Movimento 5 Stelle;Italy;2780234221
Milan ZVER;MilanZver;Group of the European People's Party (Christian Democrats);Slovenska demokratska stranka;Slovenia;368804657
